system_id,sentence
6,唱繪畫舞蹈和電影課程，藉藝術來療癒生命
6,//////////
6,權赫右文志溶在新進社員電影版上演社內，大談秘密戀愛
6,光年映畫提
6,供
6,新進社員社內秘戀
6,改編自劇的新進社員電影版，描述菜鳥實習生在上班的第天被分發到做事要求
6,完美個性難搞的小組長的部門裡，當他的工作逐漸上手後，卻被其他部門的同仁欺負，
6,沒想到小組長竟開始認同他的能力，還產生好奇心和莫名感覺，兩人將同迎接這場秘密
6,的社內戀愛
6,完整新聞連結或短網址不可用等轉載媒體
6,/////
6,備註
6,原來周處除三害是公布金馬獎入圍後才上映，
6,這好看嗎
7,如題，昨天去電影院看周處除三害，說看過的國片裡面第名的，超好看的，所以我大膽預測會破億，還沒看的趕快去看
8,只有我看到這個嗎
8,///
8,周處除三害上映了
8,阿老實說故事線是會想去看下
8,畢竟麋先生直是我的愛團
8,但是搞不懂為何主角會選阮經天這人欸
8,反正台灣藝人就很妙，特別喜歡捧中國
8,他不之前還穿武警制服上中國綜藝嗎
8,了不起的挑戰片段就很呵呵
8,///
8,除了舔共以外我記得他不是爭議也滿多
8,這部選他當主角只能說可惜
8,但還是很多人會去看吧畢竟台灣人包容度真是高到不行
8,說要抵制還真的沒看到人抵制欸
8,有卦
9,記者江芷稜綜合報導
9,導演錢人豪近日在臉書指控某部上映中電影與他構思的劇本無法無天有相同概念，甚
9,至角色名劇情對白都有多處雷同，認為對方恐涉及抄襲，讓他內心感受很不舒服，且
9,對方是在香港認識超過年的人，由於阮經天主演的熱映電影周處除三害正是香港導
9,演黃精甫拍攝，網友認為他影射的對象就是該片，周處發行商牽猴子要求他拿出
9,證據以正視聽，錢人豪今日也不藏了，直接點名該片不尊重他，周會發律師函，
9,我只是要對方個公開的道歉
9,▲錢人豪左剛拍完懸疑職人劇孔雀魚
9,圖翻攝自錢人豪臉書
9,▲錢人豪左認為周處除三害的劇情角色對白與自己的創作高度相似
9,圖
9,翻攝自錢人豪臉書
9,錢人豪在臉書表示，起初未指名道姓，結果對方沒有先私下聯繫溝通，隔空喊話要他提出
9,證據，怒嗆製片單位去找導演兼編劇黃精甫懇談，釐清當初故事發想及劇情對白是否為
9,原創，事情的經過與真相，我相信監製或導演心底應該是清楚的，這絕對不是香港導演
9,的原創
9,他強調無法無天的故事內容，是年輕時在林森北路討生活時的閱歷與想像，若對方靠
9,聽來，靠拼接文字兜情節，怎麼能大膽到拍成電影，甚至授權其他人準備出書，我其實
9,很好奇，我與好友在路邊隨想覺得趣味的主角名字陳廣州，怎麼有天就被改成了陳桂林
9,怎麼能夠這麼沒有想像力這麼懶惰
9,▲阮經天犧牲外型演出電影周處除三害
9,圖種態度電影股份有限公司
9,▲阮經天犧牲外型演出電影周處除三害，被看好再封金馬影帝
9,圖種態度電影
9,股份有限公司
9,他語重心長表示，在該影片前製環節沒有受到尊重，才會走到這個地步，現在向對方要
9,個公開的道歉，周會發律師函
9,其實，牽猴子要求提出證據並無不當，在兩造各有
9,說法時，必須依靠實質證據來釐清事實
9,在著作權法上並無抄襲說法，只有重製權
9,或改作權的侵害，必須根據雙方提出的內容有實質相似或證明創作時彼此高
9,度接觸，才能認定抄襲
9,▲阮經天犧牲外型演出電影周處除三害
9,圖種態度電影股份有限公司
9,▲錢人豪指控阮經天的角色陳桂林，是根據自己設定的陳廣州改名而來
9,圖種
9,態度電影股份有限公司
9,而著作權法僅保護表達，而不保護思想等抽象事物的相似，要認定抄襲的難
9,度頗高，錢人豪必須提出具體證據，包括他曾對外發表過的文字內容或影像紀錄，且證明
9,曾經與該電影製作人士接觸，傳達過該劇本內容，才有辦法在法律上站得住腳
9,若無實質
9,相似合理機會的接觸下，有兩個類似的作品，就有可能是獨立創作各自擁有著作權
9,，不會構成侵權
9,過去，電影目擊者刻在我心底的名字都有過編劇相關爭議，
9,最終被告皆獲不起訴
9,////
9,___
10,媒體來源
10,三立
10,記者署名
10,//
10,娛樂中心徐珮華報導
10,完整新聞標題
10,錢人豪正式提告了
10,公開周處除三害抄襲證據赤裸裸的強盜
10,完整新聞內文
10,由阮經天主演的電影周處除三害，上映首週全台票房就突破萬元，更舉入圍金
10,馬獎項提名，創下亮眼成績
10,不過知名導演錢人豪日發文指控，該片與他構思多年的
10,劇本無法無天有諸多相似之處
10,與周處除三害導演黃精甫筆戰多天後，他今
10,日再度發文並附張截圖佐證，強調創作時間絕對早於周處除三害
10,///////
10,▲阮經天主演的周處除三害成績亮眼
10,圖種態度電影股份有限公司提供
10,錢人豪今日在社群平台發布多張截圖，證明電影中運鈔車將錢掉在大馬路上的橋段，他在
10,年就曾創作並留有寄件備份
10,黑道大哥自首的部分，則是在年發布於個人微博，
10,且故事背景是由幾位認識的長輩親自向他口述，質疑個說自己當時遠在莫斯科的香港
10,導演，如何得知這個故事的緣起
10,///////
10,///////
10,▲錢人豪創作無法無天的內容留有備份
10,圖翻攝自錢人豪臉書
10,不僅如此，周處除三害中部分金句，也都與他劇本中的台詞高度相似
10,他控訴對方僅
10,抄襲了部分內容，沒頭沒尾湊成個自稱極惡的故事，但極惡的是你們的行為舉止，不
10,是電影
10,這不只是剽竊，而是拼接赤裸裸的強盜
10,///////
10,▲錢人豪指出，周處除三害的金句與他寫下的台詞高度相似
10,圖翻攝自錢人豪臉
10,書
10,錢人豪強調，起初只是希望黃精甫能公開道歉，不過對方直沒有善意回應，甚至可說
10,是極高傲的藐視，因此決定正式提出告訴
10,而他此後也不再針對此事在網路上進行回應
10,，律將交由司法途徑處理
10,他呼籲大眾不要觀看電影圈也不要推廣這部作品，也希望
10,文化部台北市文化局及金馬執委會採取具體作法
10,事實上，黃精甫日就公開創作歷程力證清白
10,他提及周處除三害呈現的故事結構
10,人物設定大開殺戒斬妖除惡，以及最重要的宗教部分，都與他年拍攝的電影復
10,仇者之死脈相承
10,而他在年首次對外談到周處除三害的故事，若該片有抄襲
10,，那就是抄襲自己的作品復仇者之死，且未來的年會再抄襲次，以完滿善
10,惡三部曲的願想
10,///
10,錢人豪臉書
10,完整新聞連結或短網址不可用等轉載媒體
10,////
10,備註
10,好精采喔
11,你自己先寫完是回事
11,但人家先拍出來就是人家的
11,不信
11,你去問台大學倫會
11,問蘇宏達管中閔
11,看看我講的對不對
12,錢人豪不就十年前那個棄城的導演
12,開拍前大家都很興奮
12,台灣要拍喪屍片了
12,然後聽他吹的亂七八糟都很開心
12,當年朱木炎還去客串
12,之後借用西門町搞的亂七八糟
12,好像有跟網友戰起來
12,後來上映後端出坨屎
12,就跑去香港還是中國繼續拍
12,續集還是蠻屎的
13,周處除三害是部年台灣犯罪片，
13,香港導演黃精甫的首部台灣作品，
13,由阮經天主演，年月日在台灣上映
13,電影引用古文典故，結合黑幫復仇犯罪動作暴力美學
13,我沒看但有完整劇情
13,我只想說你引用古文典故根本莫名其妙
13,主角姓陳跟周處沒點毛關係
13,周處是為了改過自新所以去除害
13,片中主角則是自首前突然中二病發作
13,想爭通緝犯榜首而去殺其他通緝犯
13,是想使人以為是古裝片而進去看嗎
14,你最後段有邏輯盲點
14,為什麼要沒做過小奸小惡才可以打擊其他奸惡
14,出獄的性侵犯不能去制止性騷擾嗎
14,販毒的人都可以黑吃黑了
14,開應召站的人都可以砸別家應召站了
14,阮經天演的周處除三害
14,也是通緝犯殺其他通緝犯
14,為什麼定要是完人才可以檢舉別人
15,周處除三害
15,最難的是自己
15,如果自己曾經做了錯誤的決定
15,害的整座城市整個社會整個國家動蕩不安
15,黑金勾結
15,貪官污吏為所欲為
15,司法正義蕩然無存
15,通奸賣國道德淪喪
15,要怎麼承認自己當初做錯了決定
15,如果再給你次機會
15,你會姑息養奸善莫大焉
15,還是知錯能改歸去來兮
16,槍抵額頭扣扳機爆頭亡
16,竹聯幫分會長平時高調愛臉書
16,//////
16,聯合翁唯真
16,桃園龍潭歲的竹聯幫虎堂桃園分會長蔡姓死者，月日於家中把玩改造玩具手槍，怎
16,料以為故障的手槍，不料放在額頭後成功發射，子彈打中腦門
16,，送醫搶救仍回天乏術
16,據
16,了解，蔡男和父親同做工程工作，為人作風高調喜愛臉書
16,月日蔡見妨害秘密通緝案蘇姓友人帶著名兒子到家裡作客，
16,便拿出改造手槍把玩炫
16,耀，聲稱槍枝故障不能擊發，
16,，血流不止
16,死者妻嚇到趕緊報警送醫仍回天乏術
16,蘇男被突如其來槍響嚇到從椅子上彈起，名少年見狀也將身體捲曲瑟縮在沙發上，人停
16,頓數秒才反應過來
16,，見人頭破血流沒了呼吸
16,蔡妻聽見槍響下樓查看，並立刻報警將人送
16,醫救治，可最後仍回天乏術
16,警方調查，蔡家中有把約公分的改造玩具手槍，現場找到枚子彈
16,據悉，蔡男為竹聯
16,幫虎堂桃園分會長中華統促進黨成員
16,，與父親做土木工程工作，臉書上曬出許多至各
16,式場合與民意代表的合影照片還有豪車及與老婆秀恩愛，更曾和白狼張安樂合影，不過
16,平日作風大家對他評價不
16,據悉，他持有槍枝疑似是因做工程難免有糾紛，近期似乎是有債務糾紛，想要自保，不過
16,該手槍來源警方尚在清查中
16,搞半天是黑道統畜啊
16,仿效周處除三害小丑竟是我自己
16,"""""""""""/"
17,其實我過去也是頗為肯定賴清德，至少潔身自愛，個人操守經得起考驗
17,然而從年觀察到現在，就覺得賴清德終究無法擺脫民進黨乃至於新潮流的包袱
17,要當
17,人上人，若沒有勇氣改革，將黨內的病灶次根除，你要說你會抗中保台我才不信
17,賴清德年連任台南市長後，任期沒滿就因為要拯救蔡英文低迷的聲望而北上當行政院
17,長
17,從公眾利益上看，賴清德沒有遵守選民承諾，當時台南市民是多挺你這個市長
17,從個
17,人利益上看，如果你賴清德堅持把任期做完，就不會遇上年的韓流，民進黨大敗後你
17,就是唯救世主，還需要年搞那齣難看的政變戲碼
17,於公於私，賴清德都無法清明地做出決定，黨要你幹嘛就幹嘛
17,年民進黨大敗，賴清德也不願意扛責任，年月就辭掉行政院長
17,不想扛也就算了
17,，月就突襲報名總統初選，形同打臉蔡英文
17,要搞政變就算了，那就刀斃命把蔡英文拉
17,下台，結果也不是，整整個月被蔡英文打好玩的，黨內只有個高嘉瑜願意陪你掃街，最
17,後還說出請蔡總統停止用網軍對我的攻擊
17,這麼大的件事情，可以連續三次判斷失誤，還要我如何信任你未來當總統可以當得好
17,民調被玩掛，月灰頭土臉地當蔡英文副手，接著就是長達年的無聲副總統
17,連
17,疫情爆發，賴清德明明醫界出身，就是不給你舞台發揮，形同封殺
17,又好不容易等到
17,年民進黨地方選舉再次慘敗，賴清德選上黨主席，總算取得黨機器的權力
17,給你權力了，也不見你有什麼重大改革，哪邊出包切割哪邊
17,別的不說，林秉樞這麼大條
17,的案子，你賴清德吭都不吭聲，新潮流的鍋你也不敢碰，高嘉瑜過去寧可得罪蔡英文也挺
17,你到底的恩情，你也不敢為她發聲，吳欣岱出來跟她搶票，你也勸退不了
17,觀察至今，也許賴清德作為個政治人物，尚有可取之處
17,但終究還是民進黨跟新潮流的
17,禁臠
17,選你當總統，都不知道往後四年的決策，是你的個人意志，還是新潮流的意志
17,周處除三害，在對付老共之前，先證明自己能處理身邊的問題吧
18,蠻好的吧
18,作為最後代
18,也不是什麼壞事阿
18,想想地球媽媽
18,已經這麼辛苦了
18,還要承擔億人類
18,無窮的慾望
18,戰爭
18,大量資源開採
18,焚燒雨林
18,北極熊跑去吃草
18,海龜拿吸管戳鼻孔
18,都是人類害的
18,不要整天想
18,周處除三害
18,先除自己
18,也不錯
18,絕子絕孫
18,地球重生
18,謝謝
19,晚點就要金馬了
19,這次很有看頭
19,五位男主角演技都非常出色
19,該哭的哭該笑的笑
19,最推崇周處除三害的男主角
19,演技爆棚
19,飾演自大張狂的全台第三名通緝犯
19,決心在臨死之前除掉全台排名前兩名的對手
19,有沒有這麼會演的八卦
19,///
19,///
20,死亡之組男神對決
20,吳慷仁首奪影帝寶座當場痛哭
20,民視
20,娛樂中心徐詩詠報導
20,第屆金馬獎頒獎典禮今日於台北國父紀念館盛大登場，最受矚目獎項之的最
20,佳男主角，本屆入圍男星組合勘稱顏值巔峰，其中包括關於我和鬼家人的那件事
20,許光漢與林柏宏富都青年吳慷仁周處除三害的阮經天以及疫起王柏傑
20,最終由吳慷仁脫穎而出，奪下金馬影帝寶座
20,//////
21,年國片票房排行
21,關於我和鬼變成家人的那件事
21,///
21,題材，愛情喜劇
21,粽邪鬼門開
21,///
21,題材鬼
21,請問，還有哪裡需要加強
21,///
21,題材黑道，愛情喜劇
21,周處除三害
21,///
21,題材黑道
21,好像題材都離不開這些
21,我知道有人會問富都青年
21,但那是馬來西亞電影
21,///
21,像日本電影屍到底，可說是低成本電影奇蹟
21,///
21,有沒有老國片變不出新把戲的八卦
22,結論
22,周處除三害
22,毒蟲
22,之前早有心結了
22,看網路以為椅子只是個
22,單純評論食物的小清新
22,沒必要使用暴力
22,斷人生路也沒必要
22,去找碴也不是第次惹
22,不是挺暴力
22,只是看業力引爆
22,真的很舒爽
23,哩系勒工三小
23,超派這例子不是應該用周處除三害處理嗎
23,國中生殺人那就死刑啊
23,超派打人，那就傷害罪，重傷害罪啊，
23,再問次，哩系勒工三小
24,嗨我啦阿肥
24,剛剛去二輪看周處除三害
24,結果看哇靠女醫生出來那個氣場
24,很猛的
24,定睛看怎麼長得很像個人
24,個博士好像
24,有卦嗎
25,詐騙專門騙錢的
25,有實際金額損失能量化的東西都管的了
25,還跑去管什麼認知作戰
25,更何況認知作戰真的要管
25,可能還要周處除三害順便處理自己
25,弄到現在責任互推也不意外認真搞下去會挖洞給自己跳誰會想做
26,備註請放最後面違者新聞文章刪除
26,媒體來源
26,記者署名
26,李湘文
26,完整新聞標題
26,周處除三害大陸上映遭刪減
26,傳觀眾抗議尺度太大畫面打馬賽克
26,完整新聞內文
26,周處除三害大陸上映遭刪減
26,傳觀眾抗議尺度太大畫面打馬賽克
26,年月日
26,記者李湘文綜合報導
26,電影周處除三害去年月在台上映，結合犯罪復仇暴力美學獲得好評，入圍第屆
26,金馬獎多個獎項
26,電影月日將搬到大陸上映，因為內含大量暴力場面，已提前刪減部分
26,內容，誰料試映後仍遭到抗議，據傳將進步打上馬賽克，以符合大陸官方的要求
26,/////
26,/////
26,▲周處除三害有不少暴力場面
26,圖種態度電影股份有限公司提供
26,有大陸網友搶先看了試映版，跟台灣上映的原版本比較後，發現電影有部分內容遭到刪減
26,，後半段的暴力畫面經過修改，變得沒有那麼血腥
26,然而陸網傳出消息，各大電影院近日
26,仍收到指示，由於觀眾看完試映後反映尺度太大，因此相關單位緊急重新審核，月
26,日起將替換成新的版本上映
26,/////
26,▲陸網爆料周處除三害在大陸遭兩度刪減
26,圖翻攝自微博
26,目前最新版本尚未公開放映，但有人爆料直接給畫面上了馬賽克處理，簡單而粗暴
26,不少網友抱怨群眾反映尺度太大就受理，那群眾反映尺度不夠受理嗎大陸人民只
26,配看元配打小三和抗日神劇昨天看了試映，畫面明顯有不流暢
26,如果真的上了又回
26,爐重剪，那還上個屁呢，也有人表示不如等串流平台上映完整版
26,////
26,完整新聞連結或短網址不可用等轉載媒體
26,////
26,備註
27,/////
27,_
27,看中國人對這部評價超高
27,豆瓣高達
27,/////
27,_
27,昨天上映天票房就萬
27,網飛也剛好上了
27,請問這部國片能看嗎
28,如題啦
28,阿肥的朋友小胖
28,昨天跟他媽媽去參加個宗教團體活動啦
28,結果吃完那邊的早餐沒多久
28,就突然吐黑水昏倒
28,有人知道是因為吃了什麼才會這樣嗎
28,以上是周處除三害我的電影情節
28,不要報警
29,周處除三害
29,於昨天在對岸上映僅兩天票房已破億台幣
29,更衝上當日電影票房第
29,豆瓣評分也飆破
29,阮經天有這麼威喔
29,有卦嗎
30,備註請放最後面違者新聞文章刪除
30,媒體來源
30,聯合新聞網
30,記者署名
30,記者陳宥菘即時報導
30,完整新聞標題
30,阮經天周處除三害大陸上映天票房達億
30,完整新聞內文
30,由黃精甫執導阮經天主演的周處除三害月日起在中國大陸上映，上映僅天，總票
30,"房已突破人民幣,萬元約新台幣億元，更度站上當日電影票房第"
30,其高票
30,房也讓電影相關話題在社群發酵，包含先前傳出電影大量暴力血腥內容遭刪減，以及金曲
30,台語歌后鄭宜農演唱的主題曲新造的人都引發討論
30,"根據貓眼專業版即時數據，截至日下午點分，周處除三害當日票房已來到,萬"
30,人民幣約新台幣億元，占當日票房占比的
30,僅次於上映第天由張藝謀執
30,導的大陸喜劇電影第二十條
30,周處除三害電影在大陸正式上映前，在豆瓣評分飆至滿分為，不過有網友指
30,出，大陸電影沒有分級，由於片中不少血腥殺戮畫面，先前點映特映的版本已經過修正
30,例如電影後段教堂的處決戲用了置換畫面的方式處理，沒想到公映正式上映後，電
30,影內容又傳出更進步的刪改，戲稱周處除三害已變成周處無害版本
30,不過，有消息傳出電影公映版本直接粗暴地被加上馬賽克，對此，有大陸網友在微博上
30,稱，實際到戲院觀影時，沒有看到相關處理
30,另外，由鄭宜農演唱的電影主題曲新造的人也引發話題
30,不少看完電影的網友表示被歌
30,曲洗腦了，並引用歌詞說，想起飛翔，成為新造的人
30,周處除三害由香港導演黃精甫執導編劇，金馬影帝阮經天領銜主演，袁富華陳以文
30,王淨李李仁謝瓊煖主演
30,電影引用古文典故，結合黑幫復仇犯罪動作暴力美學，
30,在去年第屆金馬獎風光入圍項大獎，包含黃精甫入圍最佳導演剪輯，阮經天入圍最佳
30,男主角，並由洪昰顥順利奪下最佳動作設計
30,"台灣票房累計突破新台幣,萬元"
30,完整新聞連結或短網址不可用等轉載媒體
30,//////
30,備註
30,"看過了真的不錯看,阮經天演的好"
31,難怪台灣越來越多隨機殺人
31,我是沒看這片但看這新聞提到的歌
31,去找來聽歌曲用的電影畫面
31,是對群唱歌的邪教人士個個開槍射殺
31,///
31,這畫面整個就噁心
31,中國人會喜歡完全不意外
32,網飛上了
32,這部超級政治不正確的，有些覺青超恨
32,///
32,_
32,主角是十大通緝要犯
32,裡面有個黑道女密醫的長得很像ㄘㄨㄚˋ
32,專門幫罪犯私下治療，就觸動覺青敏感神經
32,跟主角私下見面的時候，新聞播放運鈔車翻覆，台灣民眾在路上搶灑出來的鈔票
32,就被覺青視為辱台，指出導演是香港人抹黑台灣
32,有天主角親人過世，自己又得絕症想要去自首，
32,結果警局擠滿了上面那堆拿鈔票去自首的民眾
32,主角發現居然自己還沒辦法被警察第眼就認出來
32,所以決定去殺前兩名排行比他高的通緝要犯，要成為台灣第的通緝要犯再死
32,這點就被覺青批評是狼性，我們與惡的距離才是台灣人的深度代表劇情
32,你去翻網路評論都會有幾個怪裡怪氣的覺青在那邊哭這部是抹黑台灣阿
33,那我看周處除三害不就宗教歧視
33,為啥最後詐騙教宗是白蓮教，然後說些金錢無用論之類的空話可以騙到那麼多信徒
33,還能中出高挑妹子
33,雖然最後被周處殲滅了
33,導演是不是在暗示啥東西
33,這部王淨好漂亮，有當年郭采潔的感覺，喔喔大叔戀愛了
34,看完周處除三害
34,結果除了台灣沒有陳桂林
34,其他全部都是台灣進行式啊
34,警察廢到笑
34,通緝犯滿街跑
34,黑道告白式黑的比白的多
34,尤其邪教台灣更是大堆
34,看的當下真的覺得
34,幹這就是台灣阿
34,真的笑死
35,李李仁扮演的超認真警察
35,結果四年過去
35,還是沒升官
35,這是指認真的有能力的升遷不易
35,還有那個醫生偷偷幫黑道
35,長相像某人
35,結果導演和編劇是香港人
35,還以為是台灣人
36,就是
36,最近大家討論部電影
36,周處除三害
36,我尋思奇怪這不是去年就台灣上映了
36,怎麼現在突然熱度上升
36,原來原來是因為這部片在內地上映了
36,想想也是台灣產業還是要靠大陸
36,從台灣外銷訂單來看這樣怎麼玩
36,///
36,台灣現在很多產業都不是自己可以
36,很多東西都是要靠大陸市場
36,最頂尖的電氣工程芯片半導體行業
36,互聯網電子信息領域台灣也沒什麼發展
36,如果想要賺大錢就只能靠大陸
36,結果現在堆貓三狗四臭魚爛蝦只會挑釁
36,真的是豈有此理
37,"最近台灣電影""周處除三害""在中國大陸上映"
37,"結果""周處是誰"
37,"""上熱搜"
37,"我快笑死中國人竟然不知道""周處除三害""的典故"
37,我還以為是常識耶
37,中國人又不像台灣改課綱去古文搞去中化怎麼會不知道
37,"會不會以後台灣下代小孩也不知道""周處除三害""是什麼意思了"
38,如題
38,大家都看完周處除三害了吧
38,裡面那個醫生
38,開間藥局
38,專門替黑道治病
38,現實生活真的有這種醫生存在嗎
38,有卦
39,中國人不知道的事堆
39,你問他六四他甚麼都不知道
39,連台灣是誰的它們也不知道
39,不信你去問
39,其實我吃驚的是
39,都幾歲了
39,還會對井底之蛙甚麼都不知道會那麼訝異
40,台灣的三害是
40,我個人認為是女權詐騙，現在台灣男生把妹都要戰戰兢兢，看
40,眼也性騷，動不動就堆誣告吵架也要扯性騷，難怪會少子化世界第，滿街流氓動不動
40,就打人擄人，詐騙老人家錢拿去發給台女，摩鐵趴吸毒養堆乾妹妹，現在洗錢防制法又
40,更嚴，詐騙看來會窮途末路，台女以後錢途會少條
41,這部的取材角色，全部都是台灣黑道罪犯阿
41,主角陳桂林，就是取材台灣專殺黑道老大的殺手劉煥榮
41,///
41,除二害其中之，就是台灣史上最慘烈槍戰，打到現場片焦土的陳新發
41,///
41,///
41,這部改編成從槍戰活下來繼續流竄
41,另個是假死以後換名，變成邪教組織的尊者，用宗教歛財比當黑道好賺多了
41,取材下面兩個徐文保徐浩城
41,///
41,///
41,///
41,///
41,其中劉煥榮又是廢死很愛提及的案例
41,死前悔悟信神大喊對不起社會跟中華民國
41,///
41,廢死最愛講的就是如果他活下來對世界有更多幫助
41,這部片最後卻是硬讓主角伏法接受死刑，
41,對廢死來說根本是在挑釁阿
41,還有個專治黑道的醫生，造型硬是很像
41,///
41,對覺青他們來說當然是很針對性的部片
42,安安，我老魯啦
42,老魯假日無事，看了周處除三害，
42,以下有雷
42,滲入
42,防雷頁
42,真的有雷
42,滲入
42,防雷頁
42,片中主角陳桂林，首先殺了個角頭，
42,告別式又殺了個大哥
42,最後又殺了兩個槍擊要犯，
42,後來去自首，請問這樣子的人，
42,現實中法官會怎麼判
43,餓死抬頭，阿肥外商碼農阿肥啦
43,周處除三害在跟豆瓣還有網路評價都被譽為台灣近年最有話題的神作，寫實刻畫
43,台灣文化，讓阿肥想到情義西西里也是另部神作也是寫實台灣症痔紀錄片，結果仔細
43,查發現導演都是港仔
43,個港仔為啥能如此寫實刻畫台灣，但台灣導演卻拍不出來啊
43,咁無八卦
44,陳桂林也太屌~
44,從高樓掉下來沒事
44,利器插進腰也沒事
44,被刀捅進去也沒事
44,被塞進棺材也沒事
44,夭壽屌
44,王靜好美~之前都沒發現她身材這麼好
44,但看完這齣戲後是要告訴我們甚麼
45,昨天看網飛周處除三害
45,我看那個得肺癌的黑道醫生
45,年紀大概幾歲
45,落利的短頭髮
45,帶著圓框眼鏡
45,臉上微微皺紋
45,對著鏡頭微笑
45,怎麼越看越面熟
45,有人知道是誰嗎
46,推文裏的台灣夠了哦
46,周處除三害，大陸年還拍攝了部電影動畫，我小時候就看過
46,/////
46,還有連環畫冊，是電視時代之前兒童重要的讀本，
46,////
46,這本我小時候也讀過
46,周處除三害，是江蘇無錫宜興，也就是紫砂壺特別出名的地方的事情，
46,那裏的小孩，都是從小口耳相傳這些故事
46,台灣古裝片都拍不起的地方，又在造謠大陸人被文革戕害，什么都不知道了
46,笑死
46,三小
46,周處的故事發生的時候，台灣上面有講閩南話的人群嗎，有幾個
46,呱呱
46,呱呱
46,你怎麽知道我沒看出來，我説的是推文裏不足當真的人呀
46,几百年前没幾個个閩南語人口的地方爲何不把政權全部還給南岛人
46,呱呱
46,台灣人又硬了
47,安安大家好
47,最近剛看了周處除三害
47,李李仁還滿帥的理論上堆可選吧
47,怎麼最後會選擇桃子
47,桃子感覺還滿強勢的
47,男女相處男方要比較強勢吧
48,據說
